Hours_Studied,Attendance,Previous_Scores,Parental_Involvement,Learning_Disabilities,Access_to_Resources,Distance_from_Home,Tutoring_Sessions,Exam_Score
21,78,60,Medium,No,High,Near,1,67
19,79,76,Medium,No,Medium,Near,1,67
30,79,84,Low,No,Medium,Moderate,3,69
33,89,99,Low,No,Medium,Moderate,2,75
17,78,51,Medium,No,Low,Moderate,1,63
25,80,57,Medium,No,Medium,Moderate,2,68
21,92,85,High,No,Medium,Far,1,69
23,95,92,High,No,Low,Near,1,71
23,79,97,Medium,No,High,Moderate,1,69
28,91,73,Low,No,Medium,Near,2,69
25,70,71,Medium,No,Low,Near,2,63
21,85,52,Medium,No,Low,Near,3,66
14,77,96,High,No,Medium,Near,3,68
22,63,93,High,No,Medium,Far,0,64
23,67,88,Low,No,Medium,Near,2,65
28,80,61,Medium,No,High,Far,1,68
25,91,72,Low,No,Medium,Far,1,69
21,66,76,High,No,Medium,Moderate,3,65
24,66,64,Medium,No,Medium,Near,0,64
18,68,96,Low,No,High,Moderate,1,65
26,78,78,Low,No,High,Moderate,4,69
26,75,56,Low,No,Medium,Moderate,1,66
21,63,63,High,No,Medium,Far,2,63
12,99,94,Low,No,Medium,Moderate,2,69
7,77,53,Low,No,Medium,Moderate,4,62
26,66,67,Medium,No,Medium,Moderate,3,66
21,74,79,Medium,No,High,Near,0,67
14,90,56,Medium,No,Medium,Near,0,65
17,87,96,Medium,No,Medium,Near,1,70
14,80,88,Medium,No,Medium,Near,1,66
14,80,98,High,No,Low,Near,2,66
33,74,64,Medium,Yes,Low,Near,0,66
19,87,60,High,No,High,Moderate,2,69
23,87,79,Medium,No,Low,Far,2,67
30,75,95,Medium,No,Low,Near,1,70
14,76,85,Medium,No,Medium,Near,3,66
25,88,98,Low,No,Medium,Near,1,69
16,73,58,High,No,Low,Near,1,64
25,96,98,Low,No,Medium,Near,0,71
15,75,65,Medium,No,High,Moderate,1,66
17,87,94,High,No,High,Moderate,2,70
17,81,53,High,No,Low,Far,0,64
17,94,57,High,No,High,Moderate,4,72
19,66,59,Medium,No,High,Far,1,62
20,70,73,Low,No,Medium,Near,0,62
23,94,100,Medium,No,High,Near,2,73
26,73,77,Medium,No,High,Far,0,68
23,69,62,Medium,Yes,High,Far,1,64
15,88,67,Low,No,Medium,Far,1,66
11,64,75,Medium,No,Medium,Moderate,1,60
23,84,56,Low,No,Low,Near,1,65
32,84,68,Medium,No,High,Near,1,73
19,69,67,Medium,No,Medium,Moderate,4,66
21,96,64,Medium,No,Medium,Near,2,71
20,75,67,High,No,Medium,Near,1,66
14,77,60,Medium,No,Medium,Far,1,64
24,91,55,Medium,No,Medium,Moderate,0,67
18,97,79,High,No,Low,Far,3,71
21,64,82,Medium,No,Medium,Moderate,2,64
27,75,57,Medium,No,Low,Near,3,66
18,88,87,Low,No,Medium,Moderate,2,68
22,66,95,Medium,No,High,Moderate,1,65
27,68,52,High,No,Medium,Far,1,66
5,93,81,Medium,No,Medium,Near,1,65
17,71,83,High,No,Medium,Near,2,66
25,66,65,Low,Yes,Medium,Near,0,63
26,68,63,Medium,No,Medium,Near,2,66
25,70,63,High,No,High,Moderate,1,69
24,68,92,Medium,No,High,Near,1,67
19,81,96,Low,No,Medium,Near,0,69
18,85,57,Medium,No,Medium,Moderate,2,67
13,96,69,Medium,No,Medium,Near,2,68
17,96,57,High,No,Medium,Moderate,2,68
16,83,62,Medium,Yes,Medium,Moderate,0,64
27,68,95,Medium,No,Low,Moderate,1,67
30,91,62,High,No,Medium,Near,3,73
13,77,58,High,No,High,Near,2,66
14,91,60,High,No,Medium,Near,0,67
27,82,51,Medium,No,Medium,Near,3,70
19,80,67,High,Yes,High,Near,2,68
24,79,81,High,No,Medium,Moderate,0,69
26,70,81,High,No,Medium,Moderate,0,66
26,90,84,Medium,No,Low,Moderate,1,70
27,95,81,Medium,No,High,Moderate,3,72
8,72,72,Low,No,Medium,Near,3,62
17,79,79,Medium,Yes,Medium,Near,3,67
20,61,81,Medium,Yes,High,Near,0,63
26,78,73,High,No,High,Near,2,71
12,72,60,Low,No,Medium,Near,0,62
17,82,82,Medium,No,High,Moderate,1,68
17,90,83,Medium,Yes,Medium,Near,5,68
23,86,54,High,Yes,Medium,Near,2,67
23,62,91,Medium,No,Medium,Moderate,3,64
22,65,66,Medium,No,Medium,Near,2,65
23,91,97,High,No,Low,Moderate,2,71
18,85,74,High,No,Medium,Far,3,67
35,85,73,Medium,No,High,Moderate,1,74
20,96,71,Medium,No,Medium,Near,5,72
20,76,87,High,No,High,Moderate,1,68
15,78,97,Medium,No,High,Near,1,68
12,98,51,High,No,Medium,Moderate,0,68
24,84,52,Low,No,Medium,Near,0,66
10,81,63,Medium,No,High,Near,1,64
20,85,59,Medium,No,High,Far,1,68
21,91,66,Medium,Yes,Medium,Far,0,68
25,98,98,Low,No,Medium,Near,1,72
16,62,92,Medium,No,High,Near,0,63
26,98,97,Medium,Yes,Low,Moderate,2,72
20,63,86,Medium,No,Medium,Near,0,64
18,80,92,Medium,No,Low,Near,0,67
32,75,55,Low,No,Low,Moderate,1,66
29,75,96,Low,No,Medium,Moderate,2,68
19,85,71,High,No,Medium,Moderate,1,69
32,81,59,High,No,Medium,Moderate,2,71
11,86,84,Medium,Yes,Medium,Near,5,67
18,84,64,High,No,Low,Near,2,67
12,96,95,High,Yes,Medium,Near,3,69
31,92,54,Medium,No,Medium,Near,1,71
15,67,94,Medium,No,Medium,Moderate,0,63
29,62,53,Low,No,High,Moderate,0,65
17,61,63,High,No,Medium,Moderate,1,62
28,64,84,Medium,No,High,Near,2,69
4,91,86,Medium,Yes,Medium,Moderate,3,64
13,80,76,Medium,No,Medium,Near,0,64
28,72,78,High,No,Medium,Far,5,67
25,72,78,Low,No,Low,Near,8,69
25,85,76,Medium,No,Medium,Near,2,71
26,74,86,Medium,No,Medium,Near,2,69
22,80,51,Medium,No,High,Near,2,68
27,64,68,High,No,High,Near,1,68
20,62,98,Medium,No,Medium,Near,1,64
13,63,52,Medium,No,High,Near,2,62
21,70,82,Medium,No,Low,Near,0,65
22,96,90,High,Yes,Low,Moderate,2,71
27,63,55,Medium,No,Medium,Near,1,65
19,65,58,Low,No,High,Moderate,3,62
19,61,67,Medium,No,Medium,Near,1,62
19,62,90,Medium,No,Medium,Moderate,2,64
26,66,71,High,No,High,Near,2,68
19,60,72,Medium,No,High,Moderate,3,65
22,70,58,Medium,No,Low,Moderate,4,66
24,64,85,Medium,No,Low,Moderate,3,65
20,65,88,High,Yes,Medium,Near,0,64
17,71,90,Medium,No,Medium,Far,5,67
19,100,57,Medium,Yes,High,Near,1,70
19,96,95,Medium,No,Medium,Near,3,73
13,60,70,High,No,High,Far,1,61
29,68,53,Medium,No,High,Far,1,66
25,75,96,Low,No,High,Near,1,68
20,74,69,High,No,Low,Moderate,1,66
17,89,62,Low,No,High,Moderate,1,66
16,84,51,Medium,No,High,Near,0,66
11,72,94,Medium,No,Medium,Moderate,2,63
18,89,72,High,No,Medium,Moderate,3,69
24,78,91,Medium,No,Medium,Far,0,68
24,70,63,High,No,High,Near,0,65
13,88,88,Low,No,High,Far,2,68
19,93,84,High,No,High,Near,5,73
19,67,92,Low,No,Medium,Near,0,64
26,86,65,Low,No,Low,Near,0,66
20,72,90,Medium,No,Medium,Near,2,65
17,93,95,High,No,Low,Near,1,69
17,97,96,Medium,No,High,Near,0,71
24,77,64,Medium,No,Medium,Near,2,69
27,75,60,Medium,No,Medium,Moderate,4,69
27,94,89,Low,No,Medium,Near,3,73
25,96,88,Medium,No,High,Near,0,71
26,62,52,High,No,Medium,Near,4,67
29,95,64,Medium,No,Low,Near,1,72
7,69,88,Low,No,Medium,Near,0,61
10,74,99,Medium,No,Medium,Near,2,66
24,68,96,Medium,No,Medium,Near,1,67
26,83,97,Medium,No,Medium,Moderate,2,70
25,74,92,Low,No,Medium,Near,4,70
16,74,79,High,No,Low,Moderate,0,65
5,65,71,Low,No,High,Far,0,56
26,73,75,High,No,High,Near,3,70
4,66,84,Low,No,High,Near,2,60
25,96,55,Medium,No,Low,Moderate,2,71
20,93,97,Medium,No,High,Moderate,1,71
18,86,60,High,No,Medium,Near,2,88
12,90,54,Medium,No,Low,Near,1,64
23,84,73,Medium,No,High,Near,1,71
20,71,66,Medium,Yes,Medium,Near,1,63
17,65,66,Medium,Yes,High,Moderate,1,65
7,92,51,Low,No,Medium,Near,0,63
22,73,72,Low,No,Medium,Near,3,66
23,87,59,High,No,Low,Near,4,70
31,64,81,High,No,Low,Near,1,67
17,94,85,Low,No,Medium,Near,1,68
18,86,53,High,No,Medium,Near,5,68
27,91,67,Low,No,High,Moderate,1,71
18,97,88,Medium,Yes,High,Near,1,70
31,61,84,High,No,Medium,Near,2,68
23,80,67,Medium,No,Medium,Near,2,67
23,94,62,Medium,No,Low,Moderate,2,69
18,92,73,Medium,Yes,Medium,Moderate,1,67
26,61,70,Medium,No,Low,Moderate,2,64
14,68,52,Medium,No,Medium,Near,2,62
17,61,72,Medium,No,High,Moderate,1,62
20,98,50,Medium,No,Low,Near,1,68
17,97,73,Medium,No,Low,Near,1,69
9,74,66,Medium,No,High,Far,1,62
16,93,77,Low,No,High,Moderate,2,67
18,63,62,High,No,High,Near,2,65
30,70,83,Medium,No,High,Near,1,71
21,86,72,High,No,Medium,Moderate,0,69
11,99,60,Medium,No,Medium,Near,1,68
22,93,67,Low,No,Medium,Near,0,68
22,65,97,Low,No,Medium,Moderate,2,64
26,73,55,Medium,No,Medium,Near,1,67
23,90,90,Medium,No,Medium,Near,3,72
16,95,83,Medium,No,Low,Near,2,68
17,79,78,High,No,High,Near,2,70
10,64,76,Medium,No,Low,Near,1,58
21,91,74,Medium,No,High,Near,0,70
22,84,90,Medium,No,Medium,Near,2,70
15,100,74,High,No,Medium,Near,2,72
18,94,53,Low,No,Low,Near,3,67
16,93,55,Medium,No,Medium,Moderate,0,67
20,87,84,Medium,No,Low,Near,2,68
25,80,53,High,No,Low,Moderate,1,67
23,72,99,Medium,No,High,Near,2,71
10,96,80,High,No,High,Moderate,0,67
27,68,95,Medium,No,Medium,Near,0,67
9,98,64,High,No,Medium,Near,1,67
21,98,70,Medium,No,High,Near,0,72
23,89,69,Low,No,High,Near,5,71
17,98,75,Low,Yes,High,Near,1,67
21,62,58,High,No,Low,Near,2,64
28,100,72,High,No,Low,Near,1,73
15,79,62,High,No,Medium,Near,1,65
25,78,86,Medium,No,Medium,Moderate,1,68
10,62,68,Medium,No,Low,Near,3,61
24,62,95,Low,No,Medium,Far,1,64
16,66,84,High,No,Medium,Near,2,65
20,83,87,High,No,Medium,Near,0,68
34,78,68,Medium,No,High,Near,1,71
17,84,78,Low,Yes,Medium,Moderate,0,65
16,67,95,Medium,Yes,Medium,Near,2,63
14,89,82,High,No,Medium,Moderate,2,69
21,86,59,Medium,No,Low,Near,2,69
15,86,68,High,No,Medium,Near,0,67
24,80,51,Medium,No,High,Near,3,68
25,63,89,Medium,No,Low,Moderate,1,65
24,73,50,Medium,No,Medium,Near,1,63
3,78,54,Medium,No,Medium,Moderate,2,61
23,84,74,Low,No,Low,Near,3,66
10,75,90,Medium,Yes,Medium,Moderate,3,65
10,95,64,High,No,Medium,Near,4,70
14,66,93,Medium,No,Medium,Near,1,62
5,62,71,High,No,High,Far,1,59
14,83,82,Medium,No,Low,Near,0,65
27,86,67,High,Yes,Medium,Near,5,75
26,93,87,Low,No,High,Near,1,73
14,79,74,Medium,No,Medium,Near,1,64
25,74,77,High,No,Low,Moderate,1,67
16,67,53,Medium,No,Medium,Moderate,2,62
19,64,59,Low,No,Medium,Moderate,2,61
19,94,97,Medium,No,Medium,Near,0,69
20,97,97,High,No,High,Moderate,2,74
19,70,89,Medium,No,Medium,Near,1,64
16,95,68,Medium,No,Low,Near,2,66
20,88,68,Medium,No,Medium,Near,0,69
2,96,77,Low,No,High,Far,3,65
17,62,86,Medium,No,Low,Moderate,2,62
13,86,53,Medium,No,High,Far,2,66
18,91,82,Medium,No,High,Moderate,3,70
22,84,56,Medium,No,Medium,Moderate,0,66
26,96,68,Medium,No,Medium,Near,3,74
16,64,58,Low,No,Medium,Moderate,1,61
23,100,59,High,No,Low,Near,2,72
19,70,63,Medium,No,Medium,Near,3,63
26,98,81,Medium,No,Medium,Near,1,73
15,65,93,High,Yes,Medium,Near,2,63
23,90,50,Low,No,Low,Moderate,4,67
18,96,57,Medium,No,Low,Near,1,67
11,73,58,Medium,No,High,Near,0,62
23,85,91,Medium,No,Medium,Far,1,68
7,98,54,Medium,No,Medium,Near,0,66
21,99,91,High,No,Medium,Near,3,74
23,69,60,Medium,No,High,Near,2,66
29,91,87,Medium,No,High,Near,2,74
24,77,73,High,No,Medium,Near,3,70
19,97,78,High,No,Medium,Near,2,71
28,60,53,Medium,No,High,Near,3,65
7,89,53,High,No,Low,Moderate,3,64
15,95,62,Medium,No,High,Far,2,69
23,98,77,High,No,High,Near,1,74
4,69,93,Medium,No,Low,Moderate,2,58
16,100,56,Medium,No,High,Near,1,69
28,73,73,Low,No,Medium,Near,2,70
15,67,89,High,No,Medium,Moderate,0,64
20,92,69,Medium,No,Low,Far,0,67
34,97,60,Medium,No,Medium,Near,2,74
19,76,53,High,No,Medium,Near,1,66
20,92,61,Medium,No,High,Near,2,71
17,79,67,Medium,No,Medium,Near,1,64
25,81,85,High,No,Medium,Moderate,3,71
17,62,99,High,No,Low,Far,2,62
16,61,86,Medium,No,Low,Near,3,63
16,80,73,Medium,No,Medium,Near,2,66
17,92,93,High,No,High,Moderate,4,72
32,98,89,Low,No,High,Near,2,76
8,91,98,High,No,Low,Near,1,67
21,88,91,High,No,Medium,Moderate,2,70
16,91,92,High,No,High,Moderate,2,71
18,82,88,Medium,No,Medium,Moderate,3,67
20,72,56,Medium,No,Medium,Near,4,65
14,98,98,Low,No,Medium,Near,0,68
21,95,70,Low,No,Medium,Near,3,71
28,92,96,Low,No,High,Moderate,1,72
15,77,57,Medium,No,Medium,Near,1,63
23,82,65,High,No,Low,Near,1,68
27,96,87,Medium,No,High,Moderate,0,72
20,72,93,High,No,Low,Near,4,68
16,75,91,Medium,No,High,Far,2,65
23,89,81,Low,No,High,Moderate,2,70
24,95,66,High,No,Medium,Near,2,71
18,97,75,High,No,Medium,Moderate,0,69
17,97,61,Medium,No,Medium,Near,2,68
16,61,92,Medium,No,High,Near,4,66
11,97,60,Medium,No,High,Near,0,67
21,61,83,High,No,Medium,Near,1,65
17,89,62,Low,No,Medium,Near,2,68
15,89,71,Medium,No,Medium,Near,1,68
16,72,66,Medium,No,Medium,Near,0,63
22,71,98,Medium,No,Low,Moderate,2,65
13,64,57,Medium,Yes,High,Moderate,1,58
26,86,82,Low,No,High,Moderate,2,70
16,78,83,Medium,Yes,High,Near,0,64
26,80,66,Medium,No,Low,Near,2,70
21,76,80,Low,Yes,Medium,Near,3,65
18,94,82,Medium,Yes,High,Near,3,70
20,76,94,Medium,Yes,Medium,Moderate,2,65
28,70,87,High,No,Low,Moderate,3,70
26,71,100,Low,No,High,Near,1,69
23,96,80,Low,No,Medium,Near,3,71
13,88,59,High,Yes,Medium,Far,0,63
18,94,56,High,No,Medium,Near,1,69
25,70,52,Medium,No,Medium,Near,1,66
7,61,76,Low,No,High,Far,1,60
18,96,75,High,No,High,Near,2,72
16,85,87,Medium,No,Medium,Far,4,67
22,91,85,High,No,Medium,Moderate,2,71
22,61,74,High,No,Low,Near,1,63
25,82,99,Medium,No,Medium,Near,3,71
19,91,91,Low,No,High,Near,1,71
18,100,76,High,No,Low,Near,1,69
20,94,89,Low,No,High,Near,1,71
1,69,97,High,No,Medium,Near,1,61
21,74,52,Medium,No,Medium,Near,3,66
17,74,64,Medium,No,Low,Near,2,63
17,92,66,Medium,No,Medium,Near,2,66
15,61,59,High,No,Low,Moderate,1,61
13,94,70,High,No,High,Moderate,1,68
20,94,93,High,No,Medium,Moderate,1,71
22,88,72,Medium,No,Medium,Moderate,2,69
15,88,95,High,No,High,Near,2,70
12,76,50,Medium,No,Medium,Near,2,64
16,66,100,Medium,No,Medium,Moderate,1,64
11,62,87,Low,No,High,Far,3,61
29,78,99,Medium,No,Medium,Moderate,0,69
22,91,66,Medium,No,Medium,Near,0,69
26,61,91,Low,No,High,Near,0,67
38,86,79,Low,No,High,Near,3,73
14,84,99,High,No,High,Near,3,70
16,71,77,High,Yes,Low,Moderate,4,64
16,66,84,Medium,No,Low,Near,3,63
27,92,94,Medium,No,Medium,Near,1,70
26,61,95,High,No,Low,Moderate,0,65
25,71,73,Medium,No,High,Near,1,67
23,88,94,High,No,High,Near,3,71
21,94,94,High,No,High,Near,2,73
24,60,60,Medium,No,Medium,Near,3,65
24,89,63,Medium,No,High,Near,2,72
12,81,64,Medium,No,Medium,Near,2,66
7,63,90,High,Yes,High,Moderate,0,86
25,97,78,Low,No,Medium,Near,0,70
29,78,96,Low,No,Medium,Moderate,5,72
18,88,64,Medium,No,Medium,Moderate,0,66
22,70,91,Medium,No,Medium,Near,2,66
27,94,70,High,No,High,Moderate,1,73
23,99,73,Low,No,Medium,Near,0,69
21,95,55,High,No,Medium,Near,2,71
17,93,93,Low,No,Medium,Moderate,0,66
14,84,61,Low,No,High,Far,1,64
24,88,88,High,No,Medium,Far,2,72
23,70,73,Medium,No,High,Near,1,68
27,74,64,Medium,No,Low,Near,1,65
20,63,83,Medium,No,Low,Moderate,4,64
19,66,72,Low,No,Medium,Near,2,62
21,93,64,Medium,No,Low,Moderate,2,69
25,99,70,Low,No,Medium,Far,1,71
17,81,78,Low,No,Medium,Moderate,1,66
25,91,76,High,No,Low,Near,1,71
20,88,56,Medium,No,Medium,Near,1,67
17,83,96,Medium,No,Medium,Moderate,1,67
14,85,75,Medium,Yes,Medium,Far,2,64
23,96,70,Medium,No,High,Near,1,71
20,95,58,Medium,No,Medium,Near,1,69
20,98,95,High,No,Low,Moderate,1,70
16,98,52,High,No,Low,Moderate,3,69
5,84,93,Medium,No,Medium,Moderate,4,68
22,95,69,Low,Yes,High,Far,3,70
22,92,72,High,Yes,High,Near,1,71
22,91,51,Low,No,Medium,Near,2,69
18,92,88,Medium,No,Medium,Moderate,3,69
6,92,77,Medium,No,Medium,Near,1,66
13,99,75,High,Yes,Medium,Far,1,68
16,61,54,Medium,No,High,Moderate,0,62
19,83,70,Medium,Yes,Medium,Near,2,67
15,77,78,Medium,No,High,Moderate,0,65
19,73,64,Medium,No,Medium,Moderate,1,65
16,66,99,Low,No,High,Near,1,65
19,63,58,Low,No,High,Near,2,64
25,82,96,Medium,No,Medium,Moderate,1,69
20,73,74,High,No,High,Moderate,1,65
18,84,92,High,No,High,Near,0,69
16,98,88,High,No,Medium,Moderate,1,70
18,70,81,High,No,Medium,Far,2,63
30,70,57,Medium,No,Medium,Far,1,65
19,97,61,High,No,Medium,Moderate,2,72
20,99,76,High,No,Low,Far,2,71
23,93,94,Medium,No,Low,Moderate,2,70
15,88,71,Low,No,Low,Moderate,1,64
15,75,85,High,No,Medium,Near,1,65
21,85,51,Medium,No,Medium,Near,2,66
15,95,58,High,No,Medium,Near,2,69
24,64,90,Medium,No,Medium,Near,0,65
12,93,59,Medium,No,High,Moderate,2,67
18,68,76,Medium,No,Medium,Near,2,66
20,73,91,Medium,No,Medium,Moderate,1,66
22,63,94,Low,Yes,Low,Far,0,61
30,64,86,Medium,No,Medium,Far,1,66
12,63,70,High,No,Medium,Near,1,62
24,75,94,Medium,No,Low,Near,2,67
17,98,94,High,No,High,Near,0,71
14,72,75,Medium,Yes,Low,Near,4,64
30,77,70,Medium,No,Low,Moderate,0,67
17,84,71,Low,Yes,Low,Near,0,62
31,63,74,Low,No,High,Moderate,3,66
21,91,79,Low,No,High,Far,2,69
16,83,72,Medium,No,Medium,Near,1,66
22,74,73,High,No,High,Moderate,3,71
15,86,77,High,No,Medium,Near,0,69
14,67,71,Medium,No,Low,Near,0,62
22,87,75,Medium,Yes,High,Near,0,70
20,98,80,Low,No,Medium,Near,4,72
20,74,59,Medium,No,Medium,Near,5,68
18,87,60,Medium,No,Low,Near,2,68
7,96,50,High,No,Low,Near,1,65
31,84,98,Low,No,Medium,Near,1,73
21,76,72,High,No,High,Moderate,1,67
21,78,78,High,No,Medium,Far,2,68
19,76,70,Low,No,High,Far,1,63
17,83,92,Low,Yes,Medium,Moderate,3,65
17,93,87,Medium,No,Medium,Moderate,2,69
9,84,74,Medium,No,Medium,Near,5,67
17,77,77,High,No,Medium,Near,0,66
19,75,77,Medium,No,High,Moderate,1,66
22,79,100,High,No,Medium,Near,4,72
24,90,55,Low,No,Medium,Far,1,68
24,61,88,Medium,No,Medium,Moderate,1,64
21,83,89,High,No,Low,Moderate,0,65
21,85,75,High,No,Medium,Moderate,1,70
30,67,80,Medium,No,High,Moderate,0,68
33,67,93,Medium,No,Medium,Far,0,68
22,61,88,High,No,Medium,Near,1,65
23,61,73,High,No,Low,Near,1,65
15,61,86,High,No,Medium,Near,2,65
18,82,52,High,No,Low,Near,1,64
27,95,57,Medium,No,Medium,Moderate,1,71
22,66,95,Medium,No,Low,Near,1,64
27,62,53,High,No,Medium,Moderate,1,64
9,73,96,Medium,No,Medium,Near,0,62
12,67,65,Medium,No,Medium,Moderate,1,61
26,60,54,Low,No,High,Moderate,1,63
18,81,71,High,No,Low,Moderate,0,65
19,88,76,Medium,No,Medium,Far,1,68
20,72,90,High,No,Medium,Near,2,68
35,67,77,High,No,High,Near,1,71
22,76,76,Medium,No,Low,Far,2,65
30,88,68,Medium,No,Medium,Near,1,72
24,86,89,High,No,Medium,Far,2,69
9,94,66,High,No,Low,Near,0,66
21,88,86,High,No,Low,Moderate,1,68
12,98,64,High,No,Low,Near,5,69
18,66,97,Low,No,High,Moderate,4,66
28,94,64,Low,No,Medium,Moderate,0,70
14,61,62,Low,No,High,Moderate,0,60
20,83,51,Medium,No,Medium,Near,2,67
15,88,61,Medium,Yes,High,Near,2,68
16,81,57,Low,No,Medium,Near,3,64
18,74,91,Medium,No,High,Near,0,67
15,67,50,High,No,High,Near,0,64
25,70,61,Low,No,Medium,Moderate,3,64
13,64,72,Medium,No,High,Moderate,2,63
14,82,94,Medium,No,High,Far,2,67
22,63,63,High,No,Low,Moderate,1,62
14,62,100,High,No,Medium,Near,1,62
27,83,91,Medium,No,Low,Near,3,70
12,92,89,High,No,Low,Moderate,1,68
18,99,72,High,No,Medium,Near,4,72
17,82,66,Medium,No,Medium,Near,1,66
19,77,77,High,No,Medium,Near,1,68
12,83,86,Low,No,Medium,Near,1,65
28,85,74,Medium,No,Medium,Near,1,72
23,80,57,High,No,Medium,Moderate,2,68
26,93,69,Low,No,Medium,Near,2,70
22,64,62,Medium,No,Medium,Moderate,3,65
19,74,65,Medium,No,Low,Near,1,64
22,69,86,High,No,Medium,Near,0,65
11,98,82,Medium,No,Medium,Far,1,68
16,65,77,Medium,No,Medium,Moderate,1,63
31,88,62,Medium,No,Low,Near,2,70
23,90,78,Medium,No,High,Moderate,1,70
18,76,82,Low,No,High,Near,1,67
28,73,93,Low,No,Low,Near,2,68
15,84,67,Medium,No,Low,Moderate,1,65
15,99,73,Medium,No,High,Near,1,72
25,93,62,Medium,No,Medium,Far,0,68
22,97,88,Medium,No,Medium,Near,1,72
26,69,95,High,No,High,Near,0,93
27,89,62,Medium,No,Medium,Near,0,69
18,72,61,Low,No,Low,Moderate,1,61
17,64,92,High,No,High,Near,0,66
21,83,64,High,No,High,Near,2,68
29,73,76,Medium,No,Medium,Near,2,68
20,99,97,Medium,No,Low,Near,4,73
12,87,62,Medium,No,Low,Near,2,64
25,91,96,Low,No,Medium,Near,3,72
23,89,82,Medium,No,Low,Near,2,70
20,94,50,Medium,Yes,Medium,Near,1,68
22,69,79,Medium,No,Medium,Near,1,66
16,64,70,High,No,Medium,Far,3,63
22,94,80,Medium,No,High,Near,0,72
25,91,73,Medium,No,High,Near,2,72
22,95,59,High,Yes,Medium,Near,2,69
11,61,55,High,No,Low,Far,5,60
11,64,66,Medium,No,Medium,Moderate,2,61
17,81,80,Medium,No,High,Near,1,67
6,80,92,Medium,No,Medium,Moderate,5,65
17,86,59,High,No,Medium,Moderate,3,68
10,76,79,Medium,No,Low,Far,3,62
16,64,51,High,No,Medium,Near,4,66
22,64,77,High,No,Medium,Moderate,1,66
26,81,87,Medium,No,High,Near,2,73
22,66,74,Medium,No,Low,Near,3,65
20,64,57,Medium,No,Medium,Near,3,65
28,98,86,High,No,Medium,Near,2,75
21,98,55,High,No,Low,Near,1,70
20,99,91,Low,No,Medium,Near,2,70
19,65,54,Medium,No,High,Far,0,62
19,96,95,Medium,No,Low,Moderate,2,68
23,62,54,High,No,High,Near,3,65
24,67,84,Low,No,High,Near,0,65
18,95,96,Low,Yes,High,Moderate,2,70
23,98,66,Medium,No,High,Moderate,1,70
23,79,66,Low,No,Medium,Near,1,68
20,69,63,High,No,Medium,Moderate,2,64
23,78,60,High,No,High,Far,2,70
31,68,86,High,No,Medium,Moderate,1,68
15,78,77,High,No,Low,Near,0,65
21,80,78,Medium,No,High,Near,1,69
12,72,50,Medium,No,Medium,Near,1,62
21,84,53,Medium,No,Low,Moderate,2,65
14,78,76,High,Yes,Medium,Near,0,65
7,84,67,Medium,No,High,Near,1,64
28,85,59,Medium,No,Low,Far,1,67
9,77,83,Low,Yes,High,Far,1,62
20,65,74,Medium,No,Low,Moderate,0,62
26,65,53,Low,No,Medium,Near,3,64
32,86,77,Medium,No,Medium,Near,2,71
24,91,52,Medium,No,Medium,Near,0,69
20,79,79,Medium,No,High,Moderate,0,67
18,69,60,Medium,No,High,Far,3,64
14,92,58,Medium,No,High,Near,1,69
15,81,75,Low,No,Low,Moderate,1,63
23,94,86,Medium,No,High,Far,1,70
16,63,57,Low,No,Medium,Near,2,61
18,74,65,Medium,No,Low,Moderate,0,64
23,83,74,High,No,Medium,Near,3,69
29,94,95,Low,No,High,Near,1,74
20,63,53,Low,No,Low,Near,1,60
15,69,62,Low,No,Medium,Moderate,2,62
26,78,72,Medium,No,Medium,Moderate,1,67
22,79,76,Medium,No,Medium,Near,1,67
26,94,79,Medium,No,High,Near,1,74
21,68,52,Medium,No,High,Moderate,3,65
19,89,90,High,No,Medium,Moderate,0,70
13,79,70,Medium,Yes,High,Near,4,66
19,74,57,Medium,No,High,Near,1,66
18,67,78,Medium,Yes,High,Near,2,63
24,72,53,Medium,Yes,Low,Moderate,0,62
21,94,96,Medium,Yes,Medium,Moderate,0,69
21,90,75,High,No,Medium,Moderate,4,71
24,80,97,Medium,No,High,Moderate,0,69
25,77,54,Low,No,Medium,Moderate,2,66
13,72,66,High,No,High,Near,0,65
25,95,75,Medium,No,High,Moderate,1,73
20,70,79,Low,No,Medium,Near,4,67
19,70,95,Medium,No,Medium,Near,0,66
12,80,72,High,Yes,Medium,Near,1,65
26,83,52,High,No,Low,Near,0,67
15,89,58,High,No,Low,Moderate,2,65
19,68,66,High,No,High,Far,2,65
17,87,99,Medium,No,Medium,Near,2,69
31,100,59,Medium,No,Medium,Moderate,2,76
18,94,87,Medium,No,Medium,Near,1,71
20,68,76,High,No,High,Near,2,66
20,69,96,Medium,No,Medium,Near,2,67
15,80,64,Medium,No,High,Near,1,65
33,78,86,Low,No,Low,Near,1,69
18,79,86,Medium,No,High,Near,3,68
22,94,87,High,No,Medium,Near,2,73
13,77,69,High,No,High,Moderate,2,67
18,74,67,Medium,No,Low,Near,2,64
8,97,58,Medium,No,High,Near,2,69
22,82,66,High,No,Low,Moderate,1,66
23,96,89,Low,No,Medium,Far,1,70
25,65,64,Low,No,Medium,Near,1,64
10,64,64,Medium,Yes,High,Moderate,0,60
22,71,57,Medium,No,Low,Moderate,1,63
22,80,72,Medium,No,High,Near,2,69
22,95,85,Medium,No,Medium,Near,0,71
